,Contig,Len,sum of seq lens in model,Coverage,Genome
9382,5193_2_6.contig00002,240031,0.0,0.0,5193_2_6
9383,5193_2_6.contig00003,239788,0.0,0.0,5193_2_6
9384,5193_2_6.contig00004,202281,0.0,0.0,5193_2_6
9385,5193_2_6.contig00005,189342,0.0,0.0,5193_2_6
9386,5193_2_6.contig00006,187854,0.0,0.0,5193_2_6
9387,5193_2_6.contig00007,182257,0.0,0.0,5193_2_6
9388,5193_2_6.contig00008,169493,0.0,0.0,5193_2_6
9389,5193_2_6.contig00009,165098,0.0,0.0,5193_2_6
9390,5193_2_6.contig00010,163919,0.0,0.0,5193_2_6
9391,5193_2_6.contig00011,149663,0.0,0.0,5193_2_6
9392,5193_2_6.contig00012,132295,0.0,0.0,5193_2_6
9393,5193_2_6.contig00013,128788,0.0,0.0,5193_2_6
9394,5193_2_6.contig00014,119117,0.0,0.0,5193_2_6
9395,5193_2_6.contig00015,118134,0.0,0.0,5193_2_6
9396,5193_2_6.contig00016,107255,0.0,0.0,5193_2_6
9397,5193_2_6.contig00017,105840,0.0,0.0,5193_2_6
9398,5193_2_6.contig00018,100111,0.0,0.0,5193_2_6
9399,5193_2_6.contig00019,95630,0.0,0.0,5193_2_6
9400,5193_2_6.contig00020,95180,0.0,0.0,5193_2_6
9401,5193_2_6.contig00021,94085,0.0,0.0,5193_2_6
9402,5193_2_6.contig00022,91774,0.0,0.0,5193_2_6
9403,5193_2_6.contig00023,85712,0.0,0.0,5193_2_6
9404,5193_2_6.contig00024,83242,0.0,0.0,5193_2_6
9405,5193_2_6.contig00025,82841,0.0,0.0,5193_2_6
9406,5193_2_6.contig00026,74635,0.0,0.0,5193_2_6
9407,5193_2_6.contig00027,74288,0.0,0.0,5193_2_6
9408,5193_2_6.contig00028,72609,0.0,0.0,5193_2_6
9409,5193_2_6.contig00029,70732,0.0,0.0,5193_2_6
9410,5193_2_6.contig00030,69822,0.0,0.0,5193_2_6
9411,5193_2_6.contig00031,64875,0.0,0.0,5193_2_6
9412,5193_2_6.contig00032,63244,0.0,0.0,5193_2_6
9413,5193_2_6.contig00033,57896,0.0,0.0,5193_2_6
9414,5193_2_6.contig00034,56780,0.0,0.0,5193_2_6
9415,5193_2_6.contig00035,55243,0.0,0.0,5193_2_6
9416,5193_2_6.contig00036,54477,0.0,0.0,5193_2_6
9417,5193_2_6.contig00037,53045,0.0,0.0,5193_2_6
9418,5193_2_6.contig00038,51815,0.0,0.0,5193_2_6
9419,5193_2_6.contig00039,51483,0.0,0.0,5193_2_6
9420,5193_2_6.contig00040,50640,0.0,0.0,5193_2_6
9421,5193_2_6.contig00041,48393,0.0,0.0,5193_2_6
9422,5193_2_6.contig00042,47477,0.0,0.0,5193_2_6
9423,5193_2_6.contig00043,45803,0.0,0.0,5193_2_6
9424,5193_2_6.contig00044,41387,0.0,0.0,5193_2_6
9425,5193_2_6.contig00045,39823,0.0,0.0,5193_2_6
9426,5193_2_6.contig00046,39171,0.0,0.0,5193_2_6
9427,5193_2_6.contig00047,38776,0.0,0.0,5193_2_6
9428,5193_2_6.contig00048,35374,0.0,0.0,5193_2_6
9429,5193_2_6.contig00049,34351,0.0,0.0,5193_2_6
9430,5193_2_6.contig00050,32092,0.0,0.0,5193_2_6
9431,5193_2_6.contig00051,30668,0.0,0.0,5193_2_6
9432,5193_2_6.contig00052,30589,0.0,0.0,5193_2_6
9433,5193_2_6.contig00053,30004,0.0,0.0,5193_2_6
9434,5193_2_6.contig00054,29437,0.0,0.0,5193_2_6
9435,5193_2_6.contig00055,28927,0.0,0.0,5193_2_6
9436,5193_2_6.contig00056,28806,0.0,0.0,5193_2_6
9437,5193_2_6.contig00057,27401,0.0,0.0,5193_2_6
9438,5193_2_6.contig00058,26177,26182.0,1.0,5193_2_6
9439,5193_2_6.contig00059,26010,0.0,0.0,5193_2_6
9440,5193_2_6.contig00060,24410,0.0,0.0,5193_2_6
9441,5193_2_6.contig00061,24043,13780.0,0.5731397912074201,5193_2_6
9442,5193_2_6.contig00062,23851,0.0,0.0,5193_2_6
9443,5193_2_6.contig00063,23628,18589.0,0.786736075842221,5193_2_6
9444,5193_2_6.contig00064,23474,21107.0,0.8991650336542558,5193_2_6
9445,5193_2_6.contig00065,22922,0.0,0.0,5193_2_6
9446,5193_2_6.contig00066,21963,0.0,0.0,5193_2_6
9447,5193_2_6.contig00067,21764,0.0,0.0,5193_2_6
9448,5193_2_6.contig00068,20982,0.0,0.0,5193_2_6
9449,5193_2_6.contig00069,20493,0.0,0.0,5193_2_6
9450,5193_2_6.contig00070,20430,0.0,0.0,5193_2_6
9451,5193_2_6.contig00071,20099,0.0,0.0,5193_2_6
9452,5193_2_6.contig00072,20093,0.0,0.0,5193_2_6
9453,5193_2_6.contig00073,16201,0.0,0.0,5193_2_6
9454,5193_2_6.contig00074,16051,0.0,0.0,5193_2_6
9455,5193_2_6.contig00075,14781,11698.0,0.7914214193897571,5193_2_6
9456,5193_2_6.contig00076,11977,0.0,0.0,5193_2_6
9457,5193_2_6.contig00077,11902,0.0,0.0,5193_2_6
9458,5193_2_6.contig00078,11813,0.0,0.0,5193_2_6
9459,5193_2_6.contig00079,10469,0.0,0.0,5193_2_6
9460,5193_2_6.contig00080,10065,8144.0,0.8091405861897665,5193_2_6
9461,5193_2_6.contig00081,9702,0.0,0.0,5193_2_6
9462,5193_2_6.contig00082,9279,0.0,0.0,5193_2_6
9463,5193_2_6.contig00083,9106,4042.0,0.4438831539644191,5193_2_6
9464,5193_2_6.contig00084,8842,0.0,0.0,5193_2_6
9465,5193_2_6.contig00085,8504,8458.0,0.9945907808090311,5193_2_6
9466,5193_2_6.contig00086,7649,0.0,0.0,5193_2_6
9467,5193_2_6.contig00087,7191,0.0,0.0,5193_2_6
9468,5193_2_6.contig00088,6785,0.0,0.0,5193_2_6
9469,5193_2_6.contig00089,6307,0.0,0.0,5193_2_6
9470,5193_2_6.contig00090,4837,0.0,0.0,5193_2_6
9471,5193_2_6.contig00091,4765,3695.0,0.7754459601259182,5193_2_6
9472,5193_2_6.contig00092,4752,4752.0,1.0,5193_2_6
9473,5193_2_6.contig00093,4508,0.0,0.0,5193_2_6
9474,5193_2_6.contig00094,4499,4484.0,0.9966659257612803,5193_2_6
9475,5193_2_6.contig00095,4306,4309.0,1.0,5193_2_6
9476,5193_2_6.contig00096,3984,3989.0,1.0,5193_2_6
9477,5193_2_6.contig00097,3908,0.0,0.0,5193_2_6
9478,5193_2_6.contig00098,3515,0.0,0.0,5193_2_6
9479,5193_2_6.contig00099,3331,3311.0,0.9939957970579406,5193_2_6
9480,5193_2_6.contig00100,3233,0.0,0.0,5193_2_6
9481,5193_2_6.contig00101,3163,1789.0,0.5656022763199494,5193_2_6
9482,5193_2_6.contig00102,2957,0.0,0.0,5193_2_6
9483,5193_2_6.contig00103,2849,2797.0,0.9817479817479817,5193_2_6
9484,5193_2_6.contig00104,2836,2389.0,0.8423836389280677,5193_2_6
9485,5193_2_6.contig00105,2814,2815.0,1.0,5193_2_6
9486,5193_2_6.contig00106,2661,2664.0,1.0,5193_2_6
9487,5193_2_6.contig00107,2624,0.0,0.0,5193_2_6
9488,5193_2_6.contig00108,2345,2346.0,1.0,5193_2_6
9489,5193_2_6.contig00109,2319,2122.0,0.9150495903406641,5193_2_6
9490,5193_2_6.contig00110,2237,2242.0,1.0,5193_2_6
9491,5193_2_6.contig00111,2125,2127.0,1.0,5193_2_6
9492,5193_2_6.contig00112,2027,0.0,0.0,5193_2_6
9493,5193_2_6.contig00113,1903,1904.0,1.0,5193_2_6
9494,5193_2_6.contig00114,1765,0.0,0.0,5193_2_6
9495,5193_2_6.contig00115,1749,0.0,0.0,5193_2_6
9496,5193_2_6.contig00116,1706,0.0,0.0,5193_2_6
9497,5193_2_6.contig00117,1525,1412.0,0.9259016393442623,5193_2_6
9498,5193_2_6.contig00118,1400,0.0,0.0,5193_2_6
9499,5193_2_6.contig00119,1298,0.0,0.0,5193_2_6
9500,5193_2_6.contig00120,1277,0.0,0.0,5193_2_6
9501,5193_2_6.contig00121,1268,0.0,0.0,5193_2_6
9502,5193_2_6.contig00122,1196,0.0,0.0,5193_2_6
9503,5193_2_6.contig00123,1164,0.0,0.0,5193_2_6
9504,5193_2_6.contig00124,1160,0.0,0.0,5193_2_6
9505,5193_2_6.contig00125,1107,0.0,0.0,5193_2_6
9506,5193_2_6.contig00126,1102,0.0,0.0,5193_2_6
9507,5193_2_6.contig00127,1037,0.0,0.0,5193_2_6
9508,5193_2_6.contig00128,1035,0.0,0.0,5193_2_6
9509,5193_2_6.contig00129,1024,0.0,0.0,5193_2_6
9510,5193_2_6.contig00130,827,0.0,0.0,5193_2_6
9511,5193_2_6.contig00131,826,0.0,0.0,5193_2_6
9512,5193_2_6.contig00132,820,0.0,0.0,5193_2_6
9513,5193_2_6.contig00133,784,0.0,0.0,5193_2_6
9514,5193_2_6.contig00134,740,0.0,0.0,5193_2_6
9515,5193_2_6.contig00135,703,0.0,0.0,5193_2_6
9516,5193_2_6.contig00136,654,0.0,0.0,5193_2_6
9517,5193_2_6.contig00137,651,0.0,0.0,5193_2_6
9518,5193_2_6.contig00138,625,0.0,0.0,5193_2_6
9519,5193_2_6.contig00139,576,0.0,0.0,5193_2_6
9520,5193_2_6.contig00140,526,0.0,0.0,5193_2_6
9521,5193_2_6.contig00141,502,0.0,0.0,5193_2_6
9522,5193_2_6.contig00142,492,0.0,0.0,5193_2_6
9523,5193_2_6.contig00143,472,0.0,0.0,5193_2_6
9524,5193_2_6.contig00144,440,0.0,0.0,5193_2_6
9525,5193_2_6.contig00145,434,0.0,0.0,5193_2_6
9526,5193_2_6.contig00146,432,0.0,0.0,5193_2_6
9527,5193_2_6.contig00147,420,0.0,0.0,5193_2_6
9528,5193_2_6.contig00148,402,0.0,0.0,5193_2_6
9529,5193_2_6.contig00149,396,0.0,0.0,5193_2_6
9530,5193_2_6.contig00150,388,0.0,0.0,5193_2_6
9531,5193_2_6.contig00151,374,0.0,0.0,5193_2_6
9532,5193_2_6.contig00152,373,0.0,0.0,5193_2_6
9533,5193_2_6.contig00153,373,0.0,0.0,5193_2_6
9534,5193_2_6.contig00154,368,0.0,0.0,5193_2_6
9535,5193_2_6.contig00155,367,0.0,0.0,5193_2_6
9536,5193_2_6.contig00156,351,0.0,0.0,5193_2_6
9537,5193_2_6.contig00157,344,0.0,0.0,5193_2_6
9538,5193_2_6.contig00158,335,0.0,0.0,5193_2_6
9539,5193_2_6.contig00159,330,0.0,0.0,5193_2_6
9540,5193_2_6.contig00160,321,0.0,0.0,5193_2_6
9541,5193_2_6.contig00161,319,0.0,0.0,5193_2_6
9542,5193_2_6.contig00162,318,0.0,0.0,5193_2_6
9543,5193_2_6.contig00163,317,0.0,0.0,5193_2_6
9544,5193_2_6.contig00164,317,0.0,0.0,5193_2_6
9545,5193_2_6.contig00165,317,0.0,0.0,5193_2_6
9546,5193_2_6.contig00166,311,0.0,0.0,5193_2_6
9547,5193_2_6.contig00167,306,0.0,0.0,5193_2_6
9548,5193_2_6.contig00168,302,0.0,0.0,5193_2_6
9549,5193_2_6.contig00169,300,0.0,0.0,5193_2_6
9550,5193_2_6.contig00170,289,0.0,0.0,5193_2_6
9551,5193_2_6.contig00171,283,0.0,0.0,5193_2_6
9552,5193_2_6.contig00172,273,0.0,0.0,5193_2_6
9553,5193_2_6.contig00173,268,0.0,0.0,5193_2_6
9554,5193_2_6.contig00174,264,0.0,0.0,5193_2_6
9555,5193_2_6.contig00175,264,0.0,0.0,5193_2_6
9556,5193_2_6.contig00176,259,0.0,0.0,5193_2_6
9557,5193_2_6.contig00177,259,0.0,0.0,5193_2_6
9558,5193_2_6.contig00178,255,0.0,0.0,5193_2_6
9559,5193_2_6.contig00179,254,0.0,0.0,5193_2_6
9560,5193_2_6.contig00180,252,0.0,0.0,5193_2_6
9561,5193_2_6.contig00181,248,0.0,0.0,5193_2_6
9562,5193_2_6.contig00182,245,0.0,0.0,5193_2_6
9563,5193_2_6.contig00183,241,0.0,0.0,5193_2_6
9564,5193_2_6.contig00184,240,0.0,0.0,5193_2_6
9565,5193_2_6.contig00185,240,0.0,0.0,5193_2_6
9566,5193_2_6.contig00186,240,0.0,0.0,5193_2_6
9567,5193_2_6.contig00187,238,0.0,0.0,5193_2_6
9568,5193_2_6.contig00188,238,0.0,0.0,5193_2_6
9569,5193_2_6.contig00189,234,0.0,0.0,5193_2_6
9570,5193_2_6.contig00190,230,0.0,0.0,5193_2_6
9571,5193_2_6.contig00191,226,0.0,0.0,5193_2_6
9572,5193_2_6.contig00192,224,0.0,0.0,5193_2_6
9573,5193_2_6.contig00193,223,0.0,0.0,5193_2_6
9574,5193_2_6.contig00194,223,0.0,0.0,5193_2_6
9575,5193_2_6.contig00195,216,0.0,0.0,5193_2_6
9576,5193_2_6.contig00196,211,0.0,0.0,5193_2_6
9577,5193_2_6.contig00197,203,0.0,0.0,5193_2_6
9578,5193_2_6.contig00198,197,0.0,0.0,5193_2_6
9579,5193_2_6.contig00199,191,0.0,0.0,5193_2_6
9580,5193_2_6.contig00200,190,0.0,0.0,5193_2_6
9581,5193_2_6.contig00201,177,0.0,0.0,5193_2_6
9582,5193_2_6.contig00202,176,0.0,0.0,5193_2_6
9583,5193_2_6.contig00203,175,0.0,0.0,5193_2_6
9584,5193_2_6.contig00204,175,0.0,0.0,5193_2_6
9585,5193_2_6.contig00205,172,0.0,0.0,5193_2_6
9586,5193_2_6.contig00206,171,0.0,0.0,5193_2_6
9587,5193_2_6.contig00207,171,0.0,0.0,5193_2_6
9588,5193_2_6.contig00208,167,0.0,0.0,5193_2_6
9589,5193_2_6.contig00209,167,0.0,0.0,5193_2_6
9590,5193_2_6.contig00210,165,0.0,0.0,5193_2_6
9591,5193_2_6.contig00211,163,0.0,0.0,5193_2_6
9592,5193_2_6.contig00212,159,0.0,0.0,5193_2_6
9593,5193_2_6.contig00213,156,0.0,0.0,5193_2_6
9594,5193_2_6.contig00214,156,0.0,0.0,5193_2_6
9595,5193_2_6.contig00215,154,0.0,0.0,5193_2_6
9596,5193_2_6.contig00216,153,0.0,0.0,5193_2_6
9597,5193_2_6.contig00217,145,0.0,0.0,5193_2_6
9598,5193_2_6.contig00218,145,0.0,0.0,5193_2_6
9599,5193_2_6.contig00219,144,0.0,0.0,5193_2_6
9600,5193_2_6.contig00220,142,0.0,0.0,5193_2_6
9601,5193_2_6.contig00221,141,0.0,0.0,5193_2_6
9602,5193_2_6.contig00222,140,0.0,0.0,5193_2_6
9603,5193_2_6.contig00223,138,0.0,0.0,5193_2_6
9604,5193_2_6.contig00224,131,0.0,0.0,5193_2_6
9605,5193_2_6.contig00225,129,0.0,0.0,5193_2_6
9606,5193_2_6.contig00226,122,0.0,0.0,5193_2_6
9607,5193_2_6.contig00227,121,0.0,0.0,5193_2_6
9608,5193_2_6.contig00228,119,0.0,0.0,5193_2_6
9609,5193_2_6.contig00229,117,0.0,0.0,5193_2_6
9610,5193_2_6.contig00230,117,0.0,0.0,5193_2_6
9611,5193_2_6.contig00231,117,0.0,0.0,5193_2_6
9612,5193_2_6.contig00232,116,0.0,0.0,5193_2_6
9613,5193_2_6.contig00233,116,0.0,0.0,5193_2_6
9614,5193_2_6.contig00234,113,0.0,0.0,5193_2_6
9615,5193_2_6.contig00235,112,0.0,0.0,5193_2_6
9616,5193_2_6.contig00236,111,0.0,0.0,5193_2_6
9617,5193_2_6.contig00237,111,0.0,0.0,5193_2_6
9618,5193_2_6.contig00238,111,0.0,0.0,5193_2_6
9619,5193_2_6.contig00239,111,0.0,0.0,5193_2_6
9620,5193_2_6.contig00240,111,0.0,0.0,5193_2_6
9621,5193_2_6.contig00241,110,0.0,0.0,5193_2_6
9622,5193_2_6.contig00242,110,0.0,0.0,5193_2_6
9623,5193_2_6.contig00243,109,0.0,0.0,5193_2_6
9624,5193_2_6.contig00244,109,0.0,0.0,5193_2_6
9625,5193_2_6.contig00245,109,0.0,0.0,5193_2_6
9626,5193_2_6.contig00246,109,0.0,0.0,5193_2_6
9627,5193_2_6.contig00247,109,0.0,0.0,5193_2_6
9628,5193_2_6.contig00248,109,0.0,0.0,5193_2_6
9629,5193_2_6.contig00249,108,0.0,0.0,5193_2_6
9630,5193_2_6.contig00250,108,0.0,0.0,5193_2_6
9631,5193_2_6.contig00251,107,0.0,0.0,5193_2_6
9632,5193_2_6.contig00252,106,0.0,0.0,5193_2_6
9633,5193_2_6.contig00253,106,0.0,0.0,5193_2_6
9634,5193_2_6.contig00254,105,0.0,0.0,5193_2_6
9635,5193_2_6.contig00255,104,0.0,0.0,5193_2_6
9636,5193_2_6.contig00256,103,0.0,0.0,5193_2_6
9637,5193_2_6.contig00257,103,0.0,0.0,5193_2_6
9638,5193_2_6.contig00258,102,0.0,0.0,5193_2_6
9639,5193_2_6.contig00259,101,0.0,0.0,5193_2_6
10078,5193_8_2.contig00001,419990,0.0,0.0,5193_8_2
10079,5193_8_2.contig00002,230011,0.0,0.0,5193_8_2
10080,5193_8_2.contig00003,221941,0.0,0.0,5193_8_2
10081,5193_8_2.contig00004,202118,0.0,0.0,5193_8_2
10082,5193_8_2.contig00005,181036,0.0,0.0,5193_8_2
10083,5193_8_2.contig00006,171736,0.0,0.0,5193_8_2
10084,5193_8_2.contig00007,163193,0.0,0.0,5193_8_2
10085,5193_8_2.contig00008,159087,0.0,0.0,5193_8_2
10086,5193_8_2.contig00009,141136,0.0,0.0,5193_8_2
10087,5193_8_2.contig00010,135802,0.0,0.0,5193_8_2
10088,5193_8_2.contig00011,121280,0.0,0.0,5193_8_2
10089,5193_8_2.contig00012,106133,0.0,0.0,5193_8_2
10090,5193_8_2.contig00013,105211,0.0,0.0,5193_8_2
10091,5193_8_2.contig00014,105209,0.0,0.0,5193_8_2
10092,5193_8_2.contig00015,100679,0.0,0.0,5193_8_2
10093,5193_8_2.contig00016,98847,0.0,0.0,5193_8_2
10094,5193_8_2.contig00017,95783,0.0,0.0,5193_8_2
10095,5193_8_2.contig00018,94652,0.0,0.0,5193_8_2
10096,5193_8_2.contig00019,94312,0.0,0.0,5193_8_2
10097,5193_8_2.contig00020,92729,0.0,0.0,5193_8_2
10098,5193_8_2.contig00021,90674,0.0,0.0,5193_8_2
10099,5193_8_2.contig00022,86429,0.0,0.0,5193_8_2
10100,5193_8_2.contig00023,86196,0.0,0.0,5193_8_2
10101,5193_8_2.contig00024,84137,0.0,0.0,5193_8_2
10102,5193_8_2.contig00025,83829,0.0,0.0,5193_8_2
10103,5193_8_2.contig00026,83407,0.0,0.0,5193_8_2
10104,5193_8_2.contig00027,80775,0.0,0.0,5193_8_2
10105,5193_8_2.contig00028,77019,0.0,0.0,5193_8_2
10106,5193_8_2.contig00029,74017,0.0,0.0,5193_8_2
10107,5193_8_2.contig00030,69927,0.0,0.0,5193_8_2
10108,5193_8_2.contig00031,67324,0.0,0.0,5193_8_2
10109,5193_8_2.contig00032,67068,0.0,0.0,5193_8_2
10110,5193_8_2.contig00033,65483,0.0,0.0,5193_8_2
10111,5193_8_2.contig00034,64919,0.0,0.0,5193_8_2
10112,5193_8_2.contig00035,64728,0.0,0.0,5193_8_2
10113,5193_8_2.contig00036,64248,0.0,0.0,5193_8_2
10114,5193_8_2.contig00037,63181,0.0,0.0,5193_8_2
10115,5193_8_2.contig00038,60961,0.0,0.0,5193_8_2
10116,5193_8_2.contig00039,56949,44340.0,0.7785913712268873,5193_8_2
10117,5193_8_2.contig00040,56113,0.0,0.0,5193_8_2
10118,5193_8_2.contig00041,53030,0.0,0.0,5193_8_2
10119,5193_8_2.contig00042,50548,0.0,0.0,5193_8_2
10120,5193_8_2.contig00043,49709,0.0,0.0,5193_8_2
10121,5193_8_2.contig00044,49339,0.0,0.0,5193_8_2
10122,5193_8_2.contig00045,45891,0.0,0.0,5193_8_2
10123,5193_8_2.contig00046,43140,0.0,0.0,5193_8_2
10124,5193_8_2.contig00047,42935,0.0,0.0,5193_8_2
10125,5193_8_2.contig00048,42649,0.0,0.0,5193_8_2
10126,5193_8_2.contig00049,41763,0.0,0.0,5193_8_2
10127,5193_8_2.contig00050,38052,0.0,0.0,5193_8_2
10128,5193_8_2.contig00051,37189,0.0,0.0,5193_8_2
10129,5193_8_2.contig00052,35615,0.0,0.0,5193_8_2
10130,5193_8_2.contig00053,34784,0.0,0.0,5193_8_2
10131,5193_8_2.contig00054,34752,0.0,0.0,5193_8_2
10132,5193_8_2.contig00055,34701,0.0,0.0,5193_8_2
10133,5193_8_2.contig00056,34314,0.0,0.0,5193_8_2
10134,5193_8_2.contig00057,32506,0.0,0.0,5193_8_2
10135,5193_8_2.contig00058,30003,0.0,0.0,5193_8_2
10136,5193_8_2.contig00059,28733,20425.0,0.7108551143284725,5193_8_2
10137,5193_8_2.contig00060,28646,0.0,0.0,5193_8_2
10138,5193_8_2.contig00061,27090,0.0,0.0,5193_8_2
10139,5193_8_2.contig00062,27038,0.0,0.0,5193_8_2
10140,5193_8_2.contig00063,26168,26173.0,1.0,5193_8_2
10141,5193_8_2.contig00064,24429,22065.0,0.9032297678988088,5193_8_2
10142,5193_8_2.contig00065,22927,0.0,0.0,5193_8_2
10143,5193_8_2.contig00066,21827,0.0,0.0,5193_8_2
10144,5193_8_2.contig00067,20197,17895.0,0.8860226766351438,5193_8_2
10145,5193_8_2.contig00068,20147,0.0,0.0,5193_8_2
10146,5193_8_2.contig00069,19344,0.0,0.0,5193_8_2
10147,5193_8_2.contig00070,18535,0.0,0.0,5193_8_2
10148,5193_8_2.contig00071,17998,0.0,0.0,5193_8_2
10149,5193_8_2.contig00072,17922,0.0,0.0,5193_8_2
10150,5193_8_2.contig00073,17826,0.0,0.0,5193_8_2
10151,5193_8_2.contig00074,17276,0.0,0.0,5193_8_2
10152,5193_8_2.contig00075,17023,0.0,0.0,5193_8_2
10153,5193_8_2.contig00076,13961,0.0,0.0,5193_8_2
10154,5193_8_2.contig00077,12687,0.0,0.0,5193_8_2
10155,5193_8_2.contig00078,11831,0.0,0.0,5193_8_2
10156,5193_8_2.contig00079,11006,0.0,0.0,5193_8_2
10157,5193_8_2.contig00080,10470,0.0,0.0,5193_8_2
10158,5193_8_2.contig00081,9087,4026.0,0.4430505117200396,5193_8_2
10159,5193_8_2.contig00082,8948,0.0,0.0,5193_8_2
10160,5193_8_2.contig00083,8529,6903.0,0.8093563137530777,5193_8_2
10161,5193_8_2.contig00084,7985,0.0,0.0,5193_8_2
10162,5193_8_2.contig00085,7735,0.0,0.0,5193_8_2
10163,5193_8_2.contig00086,6861,0.0,0.0,5193_8_2
10164,5193_8_2.contig00087,6581,0.0,0.0,5193_8_2
10165,5193_8_2.contig00088,6162,0.0,0.0,5193_8_2
10166,5193_8_2.contig00089,5904,5798.0,0.9820460704607046,5193_8_2
10167,5193_8_2.contig00090,5351,0.0,0.0,5193_8_2
10168,5193_8_2.contig00091,5173,0.0,0.0,5193_8_2
10169,5193_8_2.contig00092,5158,5153.0,0.9990306320279178,5193_8_2
10170,5193_8_2.contig00093,5147,0.0,0.0,5193_8_2
10171,5193_8_2.contig00094,5145,0.0,0.0,5193_8_2
10172,5193_8_2.contig00095,4960,4950.0,0.9979838709677419,5193_8_2
10173,5193_8_2.contig00096,4938,0.0,0.0,5193_8_2
10174,5193_8_2.contig00097,4934,4910.0,0.9951357924604783,5193_8_2
10175,5193_8_2.contig00098,4663,0.0,0.0,5193_8_2
10176,5193_8_2.contig00099,4443,4346.0,0.978167904568985,5193_8_2
10177,5193_8_2.contig00100,3906,3911.0,1.0,5193_8_2
10178,5193_8_2.contig00101,3874,0.0,0.0,5193_8_2
10179,5193_8_2.contig00102,3736,0.0,0.0,5193_8_2
10180,5193_8_2.contig00103,3421,0.0,0.0,5193_8_2
10181,5193_8_2.contig00104,3370,3374.0,1.0,5193_8_2
10182,5193_8_2.contig00105,3312,2688.0,0.8115942028985508,5193_8_2
10183,5193_8_2.contig00106,3225,3229.0,1.0,5193_8_2
10184,5193_8_2.contig00107,3209,0.0,0.0,5193_8_2
10185,5193_8_2.contig00108,3156,0.0,0.0,5193_8_2
10186,5193_8_2.contig00109,3118,2714.0,0.8704297626683771,5193_8_2
10187,5193_8_2.contig00110,3096,3102.0,1.0,5193_8_2
10188,5193_8_2.contig00111,3093,3096.0,1.0,5193_8_2
10189,5193_8_2.contig00112,3086,0.0,0.0,5193_8_2
10190,5193_8_2.contig00113,3071,0.0,0.0,5193_8_2
10191,5193_8_2.contig00114,3036,2973.0,0.9792490118577075,5193_8_2
10192,5193_8_2.contig00115,2949,2502.0,0.8484231943031536,5193_8_2
10193,5193_8_2.contig00116,2874,0.0,0.0,5193_8_2
10194,5193_8_2.contig00117,2848,0.0,0.0,5193_8_2
10195,5193_8_2.contig00118,2825,0.0,0.0,5193_8_2
10196,5193_8_2.contig00119,2730,0.0,0.0,5193_8_2
10197,5193_8_2.contig00120,2640,0.0,0.0,5193_8_2
10198,5193_8_2.contig00121,2616,0.0,0.0,5193_8_2
10199,5193_8_2.contig00122,2587,0.0,0.0,5193_8_2
10200,5193_8_2.contig00123,2542,0.0,0.0,5193_8_2
10201,5193_8_2.contig00124,2400,2405.0,1.0,5193_8_2
10202,5193_8_2.contig00125,2396,0.0,0.0,5193_8_2
10203,5193_8_2.contig00126,2204,0.0,0.0,5193_8_2
10204,5193_8_2.contig00127,2193,0.0,0.0,5193_8_2
10205,5193_8_2.contig00128,2174,2177.0,1.0,5193_8_2
10206,5193_8_2.contig00129,2148,2152.0,1.0,5193_8_2
10207,5193_8_2.contig00130,2096,0.0,0.0,5193_8_2
10208,5193_8_2.contig00131,2017,0.0,0.0,5193_8_2
10209,5193_8_2.contig00132,1988,1653.0,0.8314889336016097,5193_8_2
10210,5193_8_2.contig00133,1903,1904.0,1.0,5193_8_2
10211,5193_8_2.contig00134,1801,0.0,0.0,5193_8_2
10212,5193_8_2.contig00135,1718,0.0,0.0,5193_8_2
10213,5193_8_2.contig00136,1692,0.0,0.0,5193_8_2
10214,5193_8_2.contig00137,1656,0.0,0.0,5193_8_2
10215,5193_8_2.contig00138,1628,0.0,0.0,5193_8_2
10216,5193_8_2.contig00139,1539,1540.0,1.0,5193_8_2
10217,5193_8_2.contig00140,1532,0.0,0.0,5193_8_2
10218,5193_8_2.contig00141,1480,0.0,0.0,5193_8_2
10219,5193_8_2.contig00142,1409,1411.0,1.0,5193_8_2
10220,5193_8_2.contig00143,1315,0.0,0.0,5193_8_2
10221,5193_8_2.contig00144,1294,0.0,0.0,5193_8_2
10222,5193_8_2.contig00145,1279,0.0,0.0,5193_8_2
10223,5193_8_2.contig00146,1279,0.0,0.0,5193_8_2
10224,5193_8_2.contig00147,1274,1275.0,1.0,5193_8_2
10225,5193_8_2.contig00148,1252,0.0,0.0,5193_8_2
10226,5193_8_2.contig00149,1191,0.0,0.0,5193_8_2
10227,5193_8_2.contig00150,1160,1162.0,1.0,5193_8_2
10228,5193_8_2.contig00151,1146,0.0,0.0,5193_8_2
10229,5193_8_2.contig00152,1145,1148.0,1.0,5193_8_2
10230,5193_8_2.contig00153,1138,0.0,0.0,5193_8_2
10231,5193_8_2.contig00154,1062,0.0,0.0,5193_8_2
10232,5193_8_2.contig00155,1057,1058.0,1.0,5193_8_2
10233,5193_8_2.contig00156,1033,0.0,0.0,5193_8_2
10234,5193_8_2.contig00157,1025,0.0,0.0,5193_8_2
10235,5193_8_2.contig00158,1022,0.0,0.0,5193_8_2
10236,5193_8_2.contig00159,1008,0.0,0.0,5193_8_2
10237,5193_8_2.contig00160,1001,0.0,0.0,5193_8_2
10238,5193_8_2.contig00161,998,0.0,0.0,5193_8_2
10239,5193_8_2.contig00162,985,0.0,0.0,5193_8_2
10240,5193_8_2.contig00163,972,0.0,0.0,5193_8_2
