,genome,contig,contig length,no. of annotations on contig
9373,5235_1_4,contig01563,56,0
9374,5235_1_4,contig01564,56,0
9375,5235_1_4,contig01565,56,0
9376,5235_1_4,contig01566,56,0
9377,5235_1_4,contig01567,56,0
9378,5235_1_4,contig01568,56,0
9379,5235_1_4,contig01569,56,0
9380,5235_1_4,contig01570,56,0
9381,5193_2_6,contig00001,260207,262
9382,5193_2_6,contig00002,240031,211
9383,5193_2_6,contig00003,239788,212
9384,5193_2_6,contig00004,202281,199
9385,5193_2_6,contig00005,189342,188
9386,5193_2_6,contig00006,187854,193
9387,5193_2_6,contig00007,182257,173
9388,5193_2_6,contig00008,169493,168
9389,5193_2_6,contig00009,165098,151
9390,5193_2_6,contig00010,163919,152
9391,5193_2_6,contig00011,149663,147
9392,5193_2_6,contig00012,132295,124
9393,5193_2_6,contig00013,128788,115
9394,5193_2_6,contig00014,119117,97
9395,5193_2_6,contig00015,118134,118
9396,5193_2_6,contig00016,107255,115
9397,5193_2_6,contig00017,105840,98
9398,5193_2_6,contig00018,100111,87
9399,5193_2_6,contig00019,95630,86
9400,5193_2_6,contig00020,95180,89
9401,5193_2_6,contig00021,94085,86
9402,5193_2_6,contig00022,91774,94
9403,5193_2_6,contig00023,85712,78
9404,5193_2_6,contig00024,83242,79
9405,5193_2_6,contig00025,82841,74
9406,5193_2_6,contig00026,74635,72
9407,5193_2_6,contig00027,74288,64
9408,5193_2_6,contig00028,72609,73
9409,5193_2_6,contig00029,70732,70
9410,5193_2_6,contig00030,69822,64
9411,5193_2_6,contig00031,64875,63
9412,5193_2_6,contig00032,63244,59
9413,5193_2_6,contig00033,57896,57
9414,5193_2_6,contig00034,56780,49
9415,5193_2_6,contig00035,55243,54
9416,5193_2_6,contig00036,54477,54
9417,5193_2_6,contig00037,53045,47
9418,5193_2_6,contig00038,51815,47
9419,5193_2_6,contig00039,51483,53
9420,5193_2_6,contig00040,50640,46
9421,5193_2_6,contig00041,48393,50
9422,5193_2_6,contig00042,47477,42
9423,5193_2_6,contig00043,45803,33
9424,5193_2_6,contig00044,41387,37
9425,5193_2_6,contig00045,39823,37
9426,5193_2_6,contig00046,39171,34
9427,5193_2_6,contig00047,38776,33
9428,5193_2_6,contig00048,35374,41
9429,5193_2_6,contig00049,34351,31
9430,5193_2_6,contig00050,32092,30
9431,5193_2_6,contig00051,30668,27
9432,5193_2_6,contig00052,30589,44
9433,5193_2_6,contig00053,30004,28
9434,5193_2_6,contig00054,29437,29
9435,5193_2_6,contig00055,28927,28
9436,5193_2_6,contig00056,28806,23
9437,5193_2_6,contig00057,27401,29
9438,5193_2_6,contig00058,26177,44
9439,5193_2_6,contig00059,26010,22
9440,5193_2_6,contig00060,24410,23
9441,5193_2_6,contig00061,24043,20
9442,5193_2_6,contig00062,23851,17
9443,5193_2_6,contig00063,23628,21
9444,5193_2_6,contig00064,23474,23
9445,5193_2_6,contig00065,22922,20
9446,5193_2_6,contig00066,21963,17
9447,5193_2_6,contig00067,21764,20
9448,5193_2_6,contig00068,20982,15
9449,5193_2_6,contig00069,20493,20
9450,5193_2_6,contig00070,20430,18
9451,5193_2_6,contig00071,20099,21
9452,5193_2_6,contig00072,20093,18
9453,5193_2_6,contig00073,16201,11
9454,5193_2_6,contig00074,16051,15
9455,5193_2_6,contig00075,14781,14
9456,5193_2_6,contig00076,11977,11
9457,5193_2_6,contig00077,11902,12
9458,5193_2_6,contig00078,11813,11
9459,5193_2_6,contig00079,10469,7
9460,5193_2_6,contig00080,10065,6
9461,5193_2_6,contig00081,9702,13
9462,5193_2_6,contig00082,9279,10
9463,5193_2_6,contig00083,9106,5
9464,5193_2_6,contig00084,8842,11
9465,5193_2_6,contig00085,8504,6
9466,5193_2_6,contig00086,7649,10
9467,5193_2_6,contig00087,7191,7
9468,5193_2_6,contig00088,6785,7
9469,5193_2_6,contig00089,6307,6
9470,5193_2_6,contig00090,4837,5
9471,5193_2_6,contig00091,4765,5
9472,5193_2_6,contig00092,4752,2
9473,5193_2_6,contig00093,4508,3
9474,5193_2_6,contig00094,4499,4
9475,5193_2_6,contig00095,4306,7
9476,5193_2_6,contig00096,3984,4
9477,5193_2_6,contig00097,3908,3
9478,5193_2_6,contig00098,3515,3
9479,5193_2_6,contig00099,3331,3
9480,5193_2_6,contig00100,3233,4
9481,5193_2_6,contig00101,3163,3
9482,5193_2_6,contig00102,2957,4
9483,5193_2_6,contig00103,2849,2
9484,5193_2_6,contig00104,2836,1
9485,5193_2_6,contig00105,2814,4
9486,5193_2_6,contig00106,2661,5
9487,5193_2_6,contig00107,2624,3
9488,5193_2_6,contig00108,2345,1
9489,5193_2_6,contig00109,2319,2
9490,5193_2_6,contig00110,2237,2
9491,5193_2_6,contig00111,2125,6
9492,5193_2_6,contig00112,2027,2
9493,5193_2_6,contig00113,1903,1
9494,5193_2_6,contig00114,1765,0
9495,5193_2_6,contig00115,1749,1
9496,5193_2_6,contig00116,1706,1
9497,5193_2_6,contig00117,1525,1
9498,5193_2_6,contig00118,1400,2
9499,5193_2_6,contig00119,1298,0
9500,5193_2_6,contig00120,1277,1
9501,5193_2_6,contig00121,1268,1
9502,5193_2_6,contig00122,1196,1
9503,5193_2_6,contig00123,1164,2
9504,5193_2_6,contig00124,1160,1
9505,5193_2_6,contig00125,1107,0
9506,5193_2_6,contig00126,1102,1
9507,5193_2_6,contig00127,1037,0
9508,5193_2_6,contig00128,1035,0
9509,5193_2_6,contig00129,1024,1
9510,5193_2_6,contig00130,827,1
9511,5193_2_6,contig00131,826,0
9512,5193_2_6,contig00132,820,1
9513,5193_2_6,contig00133,784,1
9514,5193_2_6,contig00134,740,0
9515,5193_2_6,contig00135,703,1
9516,5193_2_6,contig00136,654,0
9517,5193_2_6,contig00137,651,1
9518,5193_2_6,contig00138,625,0
9519,5193_2_6,contig00139,576,2
9520,5193_2_6,contig00140,526,1
9521,5193_2_6,contig00141,502,1
9522,5193_2_6,contig00142,492,1
9523,5193_2_6,contig00143,472,1
9524,5193_2_6,contig00144,440,0
9525,5193_2_6,contig00145,434,0
9526,5193_2_6,contig00146,432,1
9527,5193_2_6,contig00147,420,0
9528,5193_2_6,contig00148,402,0
9529,5193_2_6,contig00149,396,0
9530,5193_2_6,contig00150,388,0
9531,5193_2_6,contig00151,374,0
9532,5193_2_6,contig00152,373,1
9533,5193_2_6,contig00153,373,0
9534,5193_2_6,contig00154,368,0
9535,5193_2_6,contig00155,367,0
9536,5193_2_6,contig00156,351,0
9537,5193_2_6,contig00157,344,0
9538,5193_2_6,contig00158,335,0
9539,5193_2_6,contig00159,330,0
9540,5193_2_6,contig00160,321,0
9541,5193_2_6,contig00161,319,0
9542,5193_2_6,contig00162,318,0
9543,5193_2_6,contig00163,317,0
9544,5193_2_6,contig00164,317,0
9545,5193_2_6,contig00165,317,0
9546,5193_2_6,contig00166,311,1
9547,5193_2_6,contig00167,306,2
9548,5193_2_6,contig00168,302,0
9549,5193_2_6,contig00169,300,0
9550,5193_2_6,contig00170,289,0
9551,5193_2_6,contig00171,283,1
9552,5193_2_6,contig00172,273,0
9553,5193_2_6,contig00173,268,0
9554,5193_2_6,contig00174,264,0
9555,5193_2_6,contig00175,264,0
9556,5193_2_6,contig00176,259,0
9557,5193_2_6,contig00177,259,0
9558,5193_2_6,contig00178,255,0
9559,5193_2_6,contig00179,254,0
9560,5193_2_6,contig00180,252,0
9561,5193_2_6,contig00181,248,0
9562,5193_2_6,contig00182,245,0
9563,5193_2_6,contig00183,241,0
9564,5193_2_6,contig00184,240,0
9565,5193_2_6,contig00185,240,0
9566,5193_2_6,contig00186,240,0
9567,5193_2_6,contig00187,238,0
9568,5193_2_6,contig00188,238,0
9569,5193_2_6,contig00189,234,0
9570,5193_2_6,contig00190,230,0
9571,5193_2_6,contig00191,226,0
9572,5193_2_6,contig00192,224,0
9573,5193_2_6,contig00193,223,0
9574,5193_2_6,contig00194,223,0
9575,5193_2_6,contig00195,216,0
9576,5193_2_6,contig00196,211,0
9577,5193_2_6,contig00197,203,0
9578,5193_2_6,contig00198,197,0
9579,5193_2_6,contig00199,191,0
9580,5193_2_6,contig00200,190,0
9581,5193_2_6,contig00201,177,0
9582,5193_2_6,contig00202,176,0
9583,5193_2_6,contig00203,175,0
9584,5193_2_6,contig00204,175,0
9585,5193_2_6,contig00205,172,0
9586,5193_2_6,contig00206,171,0
9587,5193_2_6,contig00207,171,0
9588,5193_2_6,contig00208,167,0
9589,5193_2_6,contig00209,167,0
9590,5193_2_6,contig00210,165,0
9591,5193_2_6,contig00211,163,0
9592,5193_2_6,contig00212,159,0
9593,5193_2_6,contig00213,156,0
9594,5193_2_6,contig00214,156,0
9595,5193_2_6,contig00215,154,0
9596,5193_2_6,contig00216,153,0
9597,5193_2_6,contig00217,145,0
9598,5193_2_6,contig00218,145,0
9599,5193_2_6,contig00219,144,0
9600,5193_2_6,contig00220,142,0
9601,5193_2_6,contig00221,141,0
9602,5193_2_6,contig00222,140,0
9603,5193_2_6,contig00223,138,0
9604,5193_2_6,contig00224,131,0
9605,5193_2_6,contig00225,129,0
9606,5193_2_6,contig00226,122,0
9607,5193_2_6,contig00227,121,0
9608,5193_2_6,contig00228,119,0
9609,5193_2_6,contig00229,117,0
9610,5193_2_6,contig00230,117,0
9611,5193_2_6,contig00231,117,0
9612,5193_2_6,contig00232,116,0
9613,5193_2_6,contig00233,116,0
9614,5193_2_6,contig00234,113,0
9615,5193_2_6,contig00235,112,0
9616,5193_2_6,contig00236,111,0
9617,5193_2_6,contig00237,111,0
9618,5193_2_6,contig00238,111,0
9619,5193_2_6,contig00239,111,0
9620,5193_2_6,contig00240,111,0
9621,5193_2_6,contig00241,110,0
9622,5193_2_6,contig00242,110,0
9623,5193_2_6,contig00243,109,0
9624,5193_2_6,contig00244,109,0
9625,5193_2_6,contig00245,109,0
9626,5193_2_6,contig00246,109,0
9627,5193_2_6,contig00247,109,0
9628,5193_2_6,contig00248,109,0
9629,5193_2_6,contig00249,108,0
9630,5193_2_6,contig00250,108,0
9631,5193_2_6,contig00251,107,0
9632,5193_2_6,contig00252,106,0
9633,5193_2_6,contig00253,106,0
9634,5193_2_6,contig00254,105,0
9635,5193_2_6,contig00255,104,0
9636,5193_2_6,contig00256,103,0
9637,5193_2_6,contig00257,103,0
9638,5193_2_6,contig00258,102,0
9639,5193_2_6,contig00259,101,0
9640,5193_2_6,contig00260,100,0
9641,5193_2_6,contig00261,99,0
9642,5193_2_6,contig00262,99,0
9643,5193_2_6,contig00263,97,0
9644,5193_2_6,contig00264,96,0
9645,5193_2_6,contig00265,96,0
9646,5193_2_6,contig00266,95,0
9647,5193_2_6,contig00267,95,0
9648,5193_2_6,contig00268,94,0
9649,5193_2_6,contig00269,93,0
9650,5193_2_6,contig00270,93,0
9651,5193_2_6,contig00271,91,0
9652,5193_2_6,contig00272,91,0
9653,5193_2_6,contig00273,91,0
9654,5193_2_6,contig00274,89,0
9655,5193_2_6,contig00275,88,0
9656,5193_2_6,contig00276,86,0
9657,5193_2_6,contig00277,86,0
9658,5193_2_6,contig00278,86,0
9659,5193_2_6,contig00279,85,0
9660,5193_2_6,contig00280,84,0
9661,5193_2_6,contig00281,82,0
9662,5193_2_6,contig00282,82,0
9663,5193_2_6,contig00283,81,0
9664,5193_2_6,contig00284,81,0
9665,5193_2_6,contig00285,81,0
9666,5193_2_6,contig00286,81,0
9667,5193_2_6,contig00287,80,0
9668,5193_2_6,contig00288,80,0
9669,5193_2_6,contig00289,80,0
9670,5193_2_6,contig00290,80,0
9671,5193_2_6,contig00291,79,0
9672,5193_2_6,contig00292,79,0
9673,5193_2_6,contig00293,79,0
9674,5193_2_6,contig00294,79,0
9675,5193_2_6,contig00295,78,0
9676,5193_2_6,contig00296,78,0
9677,5193_2_6,contig00297,78,0
9678,5193_2_6,contig00298,77,0
9679,5193_2_6,contig00299,77,0
9680,5193_2_6,contig00300,77,0
9681,5193_2_6,contig00301,77,0
9682,5193_2_6,contig00302,77,0
9683,5193_2_6,contig00303,76,0
9684,5193_2_6,contig00304,76,0
9685,5193_2_6,contig00305,76,0
9686,5193_2_6,contig00306,75,0
9687,5193_2_6,contig00307,75,0
9688,5193_2_6,contig00308,75,0
9689,5193_2_6,contig00309,75,0
9690,5193_2_6,contig00310,75,0
9691,5193_2_6,contig00311,74,0
9692,5193_2_6,contig00312,74,0
9693,5193_2_6,contig00313,74,0
9694,5193_2_6,contig00314,74,0
9695,5193_2_6,contig00315,74,0
9696,5193_2_6,contig00316,74,0
9697,5193_2_6,contig00317,74,0
9698,5193_2_6,contig00318,74,0
9699,5193_2_6,contig00319,74,0
9700,5193_2_6,contig00320,74,0
9701,5193_2_6,contig00321,74,0
9702,5193_2_6,contig00322,74,0
9703,5193_2_6,contig00323,73,0
9704,5193_2_6,contig00324,73,0
9705,5193_2_6,contig00325,72,0
9706,5193_2_6,contig00326,72,0
9707,5193_2_6,contig00327,72,0
9708,5193_2_6,contig00328,72,0
9709,5193_2_6,contig00329,72,0
9710,5193_2_6,contig00330,72,0
9711,5193_2_6,contig00331,72,0
9712,5193_2_6,contig00332,72,0
9713,5193_2_6,contig00333,72,0
9714,5193_2_6,contig00334,72,0
9715,5193_2_6,contig00335,72,0
9716,5193_2_6,contig00336,71,0
9717,5193_2_6,contig00337,70,0
9718,5193_2_6,contig00338,70,0
9719,5193_2_6,contig00339,70,0
9720,5193_2_6,contig00340,70,0
9721,5193_2_6,contig00341,70,0
9722,5193_2_6,contig00342,70,0
9723,5193_2_6,contig00343,70,0
9724,5193_2_6,contig00344,70,0
9725,5193_2_6,contig00345,70,0
9726,5193_2_6,contig00346,70,0
9727,5193_2_6,contig00347,70,0
9728,5193_2_6,contig00348,70,0
9729,5193_2_6,contig00349,70,0
9730,5193_2_6,contig00350,70,0
9731,5193_2_6,contig00351,70,0
9732,5193_2_6,contig00352,70,0
9733,5193_2_6,contig00353,69,0
9734,5193_2_6,contig00354,69,0
9735,5193_2_6,contig00355,69,0
9736,5193_2_6,contig00356,69,0
9737,5193_2_6,contig00357,69,0
9738,5193_2_6,contig00358,69,0
9739,5193_2_6,contig00359,69,0
9740,5193_2_6,contig00360,69,0
9741,5193_2_6,contig00361,69,0
9742,5193_2_6,contig00362,69,0
9743,5193_2_6,contig00363,69,0
9744,5193_2_6,contig00364,69,0
9745,5193_2_6,contig00365,69,0
9746,5193_2_6,contig00366,68,0
9747,5193_2_6,contig00367,68,0
9748,5193_2_6,contig00368,68,0
9749,5193_2_6,contig00369,68,0
9750,5193_2_6,contig00370,68,0
9751,5193_2_6,contig00371,68,0
9752,5193_2_6,contig00372,67,0
9753,5193_2_6,contig00373,67,0
9754,5193_2_6,contig00374,66,0
9755,5193_2_6,contig00375,66,0
9756,5193_2_6,contig00376,66,0
9757,5193_2_6,contig00377,66,0
9758,5193_2_6,contig00378,66,0
9759,5193_2_6,contig00379,66,0
9760,5193_2_6,contig00380,65,0
9761,5193_2_6,contig00381,65,0
9762,5193_2_6,contig00382,65,0
9763,5193_2_6,contig00383,65,0
9764,5193_2_6,contig00384,65,0
9765,5193_2_6,contig00385,65,0
9766,5193_2_6,contig00386,65,0
9767,5193_2_6,contig00387,65,0
9768,5193_2_6,contig00388,65,0
9769,5193_2_6,contig00389,65,0
9770,5193_2_6,contig00390,65,0
9771,5193_2_6,contig00391,65,0
9772,5193_2_6,contig00392,65,0
9773,5193_2_6,contig00393,65,0
9774,5193_2_6,contig00394,65,0
9775,5193_2_6,contig00395,65,0
9776,5193_2_6,contig00396,65,0
9777,5193_2_6,contig00397,65,0
9778,5193_2_6,contig00398,65,0
9779,5193_2_6,contig00399,65,0
9780,5193_2_6,contig00400,65,0
9781,5193_2_6,contig00401,64,0
9782,5193_2_6,contig00402,64,0
9783,5193_2_6,contig00403,64,0
9784,5193_2_6,contig00404,64,0
9785,5193_2_6,contig00405,64,0
9786,5193_2_6,contig00406,64,0
9787,5193_2_6,contig00407,64,0
9788,5193_2_6,contig00408,64,0
9789,5193_2_6,contig00409,64,0
9790,5193_2_6,contig00410,64,0
9791,5193_2_6,contig00411,64,0
9792,5193_2_6,contig00412,64,0
9793,5193_2_6,contig00413,63,0
9794,5193_2_6,contig00414,63,0
9795,5193_2_6,contig00415,63,0
9796,5193_2_6,contig00416,63,0
9797,5193_2_6,contig00417,63,0
9798,5193_2_6,contig00418,62,0
9799,5193_2_6,contig00419,62,0
9800,5193_2_6,contig00420,62,0
9801,5193_2_6,contig00421,62,0
9802,5193_2_6,contig00422,62,0
9803,5193_2_6,contig00423,62,0
9804,5193_2_6,contig00424,62,0
9805,5193_2_6,contig00425,61,0
9806,5193_2_6,contig00426,61,0
9807,5193_2_6,contig00427,61,0
9808,5193_2_6,contig00428,61,0
9809,5193_2_6,contig00429,61,0
9810,5193_2_6,contig00430,61,0
9811,5193_2_6,contig00431,61,0
9812,5193_2_6,contig00432,61,0
9813,5193_2_6,contig00433,61,0
9814,5193_2_6,contig00434,61,0
9815,5193_2_6,contig00435,61,0
9816,5193_2_6,contig00436,61,0
9817,5193_2_6,contig00437,61,0
9818,5193_2_6,contig00438,61,0
9819,5193_2_6,contig00439,61,0
9820,5193_2_6,contig00440,60,0
9821,5193_2_6,contig00441,60,0
9822,5193_2_6,contig00442,60,0
9823,5193_2_6,contig00443,60,0
9824,5193_2_6,contig00444,60,0
9825,5193_2_6,contig00445,60,0
9826,5193_2_6,contig00446,60,0
9827,5193_2_6,contig00447,60,0
9828,5193_2_6,contig00448,60,0
9829,5193_2_6,contig00449,60,0
9830,5193_2_6,contig00450,60,0
9831,5193_2_6,contig00451,60,0
9832,5193_2_6,contig00452,60,0
9833,5193_2_6,contig00453,60,0
9834,5193_2_6,contig00454,60,0
9835,5193_2_6,contig00455,60,0
9836,5193_2_6,contig00456,60,0
9837,5193_2_6,contig00457,60,0
9838,5193_2_6,contig00458,60,0
9839,5193_2_6,contig00459,60,0
9840,5193_2_6,contig00460,60,0
9841,5193_2_6,contig00461,60,0
9842,5193_2_6,contig00462,59,0
9843,5193_2_6,contig00463,59,0
9844,5193_2_6,contig00464,59,0
9845,5193_2_6,contig00465,59,0
9846,5193_2_6,contig00466,59,0
9847,5193_2_6,contig00467,59,0
9848,5193_2_6,contig00468,59,0
9849,5193_2_6,contig00469,59,0
9850,5193_2_6,contig00470,59,0
9851,5193_2_6,contig00471,59,0
9852,5193_2_6,contig00472,59,0
9853,5193_2_6,contig00473,59,0
9854,5193_2_6,contig00474,59,0
9855,5193_2_6,contig00475,59,0
9856,5193_2_6,contig00476,59,0
9857,5193_2_6,contig00477,59,0
9858,5193_2_6,contig00478,59,0
9859,5193_2_6,contig00479,59,0
9860,5193_2_6,contig00480,59,0
9861,5193_2_6,contig00481,59,0
9862,5193_2_6,contig00482,59,0
9863,5193_2_6,contig00483,59,0
9864,5193_2_6,contig00484,59,0
9865,5193_2_6,contig00485,59,0
9866,5193_2_6,contig00486,59,0
9867,5193_2_6,contig00487,59,0
9868,5193_2_6,contig00488,59,0
9869,5193_2_6,contig00489,59,0
9870,5193_2_6,contig00490,59,0
9871,5193_2_6,contig00491,59,0
9872,5193_2_6,contig00492,59,0
9873,5193_2_6,contig00493,59,0
9874,5193_2_6,contig00494,59,0
9875,5193_2_6,contig00495,59,0
9876,5193_2_6,contig00496,59,0
9877,5193_2_6,contig00497,58,0
9878,5193_2_6,contig00498,58,0
9879,5193_2_6,contig00499,58,0
9880,5193_2_6,contig00500,58,0
9881,5193_2_6,contig00501,58,0
9882,5193_2_6,contig00502,58,0
9883,5193_2_6,contig00503,58,0
9884,5193_2_6,contig00504,58,0
9885,5193_2_6,contig00505,58,0
9886,5193_2_6,contig00506,58,0
9887,5193_2_6,contig00507,58,0
9888,5193_2_6,contig00508,58,0
9889,5193_2_6,contig00509,58,0
9890,5193_2_6,contig00510,58,0
9891,5193_2_6,contig00511,58,0
9892,5193_2_6,contig00512,58,0
9893,5193_2_6,contig00513,58,0
9894,5193_2_6,contig00514,58,0
9895,5193_2_6,contig00515,58,0
9896,5193_2_6,contig00516,58,0
9897,5193_2_6,contig00517,58,0
9898,5193_2_6,contig00518,58,0
9899,5193_2_6,contig00519,58,0
9900,5193_2_6,contig00520,58,0
9901,5193_2_6,contig00521,58,0
9902,5193_2_6,contig00522,58,0
9903,5193_2_6,contig00523,58,0
9904,5193_2_6,contig00524,58,0
9905,5193_2_6,contig00525,58,0
9906,5193_2_6,contig00526,58,0
9907,5193_2_6,contig00527,58,0
9908,5193_2_6,contig00528,58,0
9909,5193_2_6,contig00529,58,0
9910,5193_2_6,contig00530,58,0
9911,5193_2_6,contig00531,58,0
9912,5193_2_6,contig00532,58,0
9913,5193_2_6,contig00533,58,0
9914,5193_2_6,contig00534,58,0
9915,5193_2_6,contig00535,58,0
9916,5193_2_6,contig00536,58,0
9917,5193_2_6,contig00537,58,0
9918,5193_2_6,contig00538,58,0
9919,5193_2_6,contig00539,58,0
9920,5193_2_6,contig00540,58,0
9921,5193_2_6,contig00541,58,0
9922,5193_2_6,contig00542,58,0
9923,5193_2_6,contig00543,58,0
9924,5193_2_6,contig00544,58,0
9925,5193_2_6,contig00545,58,0
9926,5193_2_6,contig00546,58,0
9927,5193_2_6,contig00547,58,0
9928,5193_2_6,contig00548,58,0
9929,5193_2_6,contig00549,58,0
9930,5193_2_6,contig00550,57,0
9931,5193_2_6,contig00551,57,0
9932,5193_2_6,contig00552,57,0
9933,5193_2_6,contig00553,57,0
9934,5193_2_6,contig00554,57,0
9935,5193_2_6,contig00555,57,0
9936,5193_2_6,contig00556,57,0
9937,5193_2_6,contig00557,57,0
9938,5193_2_6,contig00558,57,0
9939,5193_2_6,contig00559,57,0
9940,5193_2_6,contig00560,57,0
9941,5193_2_6,contig00561,57,0
9942,5193_2_6,contig00562,57,0
9943,5193_2_6,contig00563,57,0
9944,5193_2_6,contig00564,57,0
9945,5193_2_6,contig00565,57,0
9946,5193_2_6,contig00566,57,0
9947,5193_2_6,contig00567,57,0
9948,5193_2_6,contig00568,57,0
9949,5193_2_6,contig00569,57,0
9950,5193_2_6,contig00570,57,0
9951,5193_2_6,contig00571,57,0
9952,5193_2_6,contig00572,57,0
9953,5193_2_6,contig00573,57,0
9954,5193_2_6,contig00574,57,0
9955,5193_2_6,contig00575,57,0
9956,5193_2_6,contig00576,57,0
9957,5193_2_6,contig00577,57,0
9958,5193_2_6,contig00578,57,0
9959,5193_2_6,contig00579,57,0
9960,5193_2_6,contig00580,57,0
9961,5193_2_6,contig00581,57,0
9962,5193_2_6,contig00582,57,0
9963,5193_2_6,contig00583,57,0
9964,5193_2_6,contig00584,57,0
9965,5193_2_6,contig00585,57,0
9966,5193_2_6,contig00586,57,0
9967,5193_2_6,contig00587,57,0
9968,5193_2_6,contig00588,57,0
9969,5193_2_6,contig00589,57,0
9970,5193_2_6,contig00590,57,0
9971,5193_2_6,contig00591,57,0
9972,5193_2_6,contig00592,57,0
9973,5193_2_6,contig00593,57,0
9974,5193_2_6,contig00594,57,0
9975,5193_2_6,contig00595,57,0
9976,5193_2_6,contig00596,57,0
9977,5193_2_6,contig00597,57,0
9978,5193_2_6,contig00598,57,0
9979,5193_2_6,contig00599,57,0
9980,5193_2_6,contig00600,57,0
9981,5193_2_6,contig00601,57,0
9982,5193_2_6,contig00602,57,0
9983,5193_2_6,contig00603,57,0
9984,5193_2_6,contig00604,57,0
9985,5193_2_6,contig00605,57,0
9986,5193_2_6,contig00606,57,0
9987,5193_2_6,contig00607,57,0
9988,5193_2_6,contig00608,57,0
9989,5193_2_6,contig00609,57,0
9990,5193_2_6,contig00610,57,0
9991,5193_2_6,contig00611,57,0
9992,5193_2_6,contig00612,57,0
9993,5193_2_6,contig00613,56,0
9994,5193_2_6,contig00614,56,0
9995,5193_2_6,contig00615,56,0
9996,5193_2_6,contig00616,56,0
9997,5193_2_6,contig00617,56,0
9998,5193_2_6,contig00618,56,0
9999,5193_2_6,contig00619,56,0
10000,5193_2_6,contig00620,56,0
10001,5193_2_6,contig00621,56,0
10002,5193_2_6,contig00622,56,0
10003,5193_2_6,contig00623,56,0
10004,5193_2_6,contig00624,56,0
10005,5193_2_6,contig00625,56,0
10006,5193_2_6,contig00626,56,0
10007,5193_2_6,contig00627,56,0
10008,5193_2_6,contig00628,56,0
10009,5193_2_6,contig00629,56,0
10010,5193_2_6,contig00630,56,0
10011,5193_2_6,contig00631,56,0
10012,5193_2_6,contig00632,56,0
10013,5193_2_6,contig00633,56,0
10014,5193_2_6,contig00634,56,0
10015,5193_2_6,contig00635,56,0
10016,5193_2_6,contig00636,56,0
10017,5193_2_6,contig00637,56,0
10018,5193_2_6,contig00638,56,0
10019,5193_2_6,contig00639,56,0
10020,5193_2_6,contig00640,56,0
10021,5193_2_6,contig00641,56,0
10022,5193_2_6,contig00642,56,0
10023,5193_2_6,contig00643,56,0
10024,5193_2_6,contig00644,56,0
10025,5193_2_6,contig00645,56,0
10026,5193_2_6,contig00646,56,0
10027,5193_2_6,contig00647,56,0
10028,5193_2_6,contig00648,56,0
10029,5193_2_6,contig00649,56,0
10030,5193_2_6,contig00650,56,0
10031,5193_2_6,contig00651,56,0
10032,5193_2_6,contig00652,56,0
10033,5193_2_6,contig00653,56,0
10034,5193_2_6,contig00654,56,0
10035,5193_2_6,contig00655,56,0
10036,5193_2_6,contig00656,56,0
10037,5193_2_6,contig00657,56,0
10038,5193_2_6,contig00658,56,0
10039,5193_2_6,contig00659,56,0
10040,5193_2_6,contig00660,56,0
10041,5193_2_6,contig00661,56,0
10042,5193_2_6,contig00662,56,0
10043,5193_2_6,contig00663,56,0
10044,5193_2_6,contig00664,56,0
10045,5193_2_6,contig00665,56,0
10046,5193_2_6,contig00666,56,0
10047,5193_2_6,contig00667,56,0
10048,5193_2_6,contig00668,56,0
10049,5193_2_6,contig00669,56,0
10050,5193_2_6,contig00670,56,0
10051,5193_2_6,contig00671,56,0
10052,5193_2_6,contig00672,56,0
10053,5193_2_6,contig00673,56,0
10054,5193_2_6,contig00674,56,0
10055,5193_2_6,contig00675,56,0
10056,5193_2_6,contig00676,56,0
10057,5193_2_6,contig00677,56,0
10058,5193_2_6,contig00678,56,0
10059,5193_2_6,contig00679,56,0
10060,5193_2_6,contig00680,56,0
10061,5193_2_6,contig00681,56,0
10062,5193_2_6,contig00682,56,0
10063,5193_2_6,contig00683,56,0
10064,5193_2_6,contig00684,56,0
10065,5193_2_6,contig00685,56,0
10066,5193_2_6,contig00686,56,0
10067,5193_2_6,contig00687,56,0
10068,5193_2_6,contig00688,56,0
10069,5193_2_6,contig00689,56,0
10070,5193_2_6,contig00690,56,0
10071,5193_2_6,contig00691,56,0
10072,5193_2_6,contig00692,56,0
10073,5193_2_6,contig00693,56,0
10074,5193_2_6,contig00694,56,0
10075,5193_2_6,contig00695,56,0
10076,5193_2_6,contig00696,56,0
10077,5193_2_6,contig00697,56,0
10078,5193_8_2,contig00001,419990,395
10079,5193_8_2,contig00002,230011,222
10080,5193_8_2,contig00003,221941,221
10081,5193_8_2,contig00004,202118,198
10082,5193_8_2,contig00005,181036,183
10083,5193_8_2,contig00006,171736,167
10084,5193_8_2,contig00007,163193,155
10085,5193_8_2,contig00008,159087,159
10086,5193_8_2,contig00009,141136,139
10087,5193_8_2,contig00010,135802,121
10088,5193_8_2,contig00011,121280,119
10089,5193_8_2,contig00012,106133,101
10090,5193_8_2,contig00013,105211,97
10091,5193_8_2,contig00014,105209,105
10092,5193_8_2,contig00015,100679,95
10093,5193_8_2,contig00016,98847,89
10094,5193_8_2,contig00017,95783,87
10095,5193_8_2,contig00018,94652,86
10096,5193_8_2,contig00019,94312,87
10097,5193_8_2,contig00020,92729,74
10098,5193_8_2,contig00021,90674,86
10099,5193_8_2,contig00022,86429,82
